win,male_all,male_likely_all,female_all,female_likely_all,unknown_all,all_all,male_core,male_likely_core,female_core,female_likely_core,unknown_core,all_core
1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,2,2,0,0,0,0,2
3,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,1,1,0,0,0,0,1
5,2,0,0,0,2,4,2,0,0,0,2,4
6,3,0,0,0,2,5,3,0,0,0,2,5
7,1,0,0,0,5,6,1,0,0,0,4,5
8,3,0,0,0,4,7,3,0,0,0,4,7
9,4,0,1,0,4,9,3,0,1,0,4,8
10,4,0,1,0,0,5,3,0,1,0,0,4
11,4,0,1,0,5,10,4,0,1,0,5,10
12,12,0,1,0,4,17,9,0,1,0,4,14
13,11,0,1,0,7,19,8,0,1,0,6,15
14,16,0,1,0,6,23,10,0,1,0,5,16
15,24,0,1,0,10,35,20,0,1,0,10,31
16,36,0,2,0,15,53,28,0,2,0,15,45
17,54,0,1,0,14,69,42,0,1,0,11,54
18,64,0,4,0,24,92,50,0,3,0,21,74
19,69,0,3,0,22,94,51,0,2,0,16,69
20,82,0,3,0,34,119,63,0,2,0,26,91
21,103,0,2,0,34,139,77,0,2,0,26,105
22,106,0,2,0,44,152,85,0,2,0,35,122
23,127,0,2,0,50,179,97,0,2,0,37,136
24,158,0,7,0,59,224,116,0,6,0,40,162
25,198,0,5,0,78,281,147,0,4,0,53,204
26,228,0,5,0,77,310,161,0,3,0,55,219
27,222,0,7,0,87,316,146,0,5,0,61,212
28,258,0,6,0,86,350,185,0,5,0,59,249
29,333,0,5,0,144,482,228,0,4,0,100,332
30,394,0,13,0,160,567,277,0,11,0,101,389
31,424,0,12,0,177,613,291,0,8,0,120,419
32,534,0,13,0,226,773,384,0,8,0,159,551
33,674,0,18,0,336,1028,470,0,13,0,226,709
34,630,0,10,0,291,931,432,0,6,0,174,612
35,638,0,16,0,270,924,453,0,11,0,168,632
36,700,0,26,0,350,1076,477,0,19,0,215,711
37,764,0,23,0,398,1185,502,0,13,0,256,771
38,750,0,22,0,421,1193,467,0,14,0,249,730
39,792,0,15,0,377,1184,504,0,9,0,232,745
40,851,0,25,0,456,1332,539,0,15,0,265,819
41,961,0,23,0,562,1546,592,0,17,0,337,946
42,901,0,25,0,515,1441,535,0,17,0,296,848
43,996,0,17,0,587,1600,591,0,6,0,336,933
44,930,0,23,0,610,1563,569,0,14,0,348,931
45,990,0,29,0,631,1650,592,0,19,0,356,967
46,799,0,22,0,575,1396,466,0,12,0,309,787
47,413,0,16,0,298,727,256,0,12,0,159,427
48,594,0,13,0,434,1041,339,0,8,0,231,578
49,846,0,21,0,773,1640,507,0,11,0,436,954
50,818,0,19,0,807,1644,501,0,12,0,473,986
51,728,0,16,0,674,1418,450,0,11,0,406,867
52,706,0,16,0,664,1386,443,0,9,0,369,821
53,533,0,10,0,493,1036,316,0,9,0,269,594
54,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0
