win,male_all,male_likely_all,female_all,female_likely_all,unknown_all,all_all,male_core,male_likely_core,female_core,female_likely_core,unknown_core,all_core
1,4,0,0,0,8,12,4,0,0,0,8,12
2,11,0,0,0,6,17,10,0,0,0,6,16
3,21,0,0,0,9,30,20,0,0,0,9,29
4,37,0,0,0,15,52,36,0,0,0,15,51
5,45,0,0,0,12,57,45,0,0,0,12,57
6,60,0,0,0,16,76,56,0,0,0,16,72
7,73,0,1,0,19,93,69,0,1,0,15,85
8,95,0,1,0,22,118,88,0,0,0,19,107
9,109,0,1,0,24,134,101,0,1,0,24,126
10,144,0,4,0,25,173,139,0,4,0,25,168
11,218,0,3,0,36,257,210,0,3,0,36,249
12,280,0,8,0,47,335,270,0,8,0,46,324
13,389,0,8,0,74,471,371,0,8,0,72,451
14,542,0,15,0,114,671,525,0,14,0,109,648
15,705,0,13,0,149,867,685,0,12,0,146,843
16,827,0,20,0,178,1025,808,0,19,0,170,997
17,1121,0,23,0,263,1407,1058,0,20,0,243,1321
18,1335,0,23,0,322,1680,1263,0,20,0,301,1584
19,1813,0,34,0,481,2328,1702,0,33,0,456,2191
20,1888,0,43,0,519,2450,1760,0,39,0,471,2270
21,2451,0,51,0,676,3178,2227,0,45,0,607,2879
22,2656,0,43,0,758,3457,2360,0,37,0,662,3059
23,3046,0,63,0,963,4072,2704,0,53,0,839,3596
24,3532,0,81,0,1152,4765,3140,0,72,0,993,4205
25,4020,0,102,0,1273,5395,3489,0,90,0,1045,4624
26,4181,0,111,0,1401,5693,3558,0,90,0,1123,4771
27,4470,0,131,0,1575,6176,3811,0,108,0,1262,5181
28,4627,0,134,0,1650,6411,3934,0,117,0,1337,5388
29,5356,0,161,0,1990,7507,4550,0,138,0,1558,6246
30,5900,0,186,0,2413,8499,5016,0,149,0,1810,6975
31,6373,0,189,0,2750,9312,5415,0,153,0,2018,7586
32,6735,0,223,0,3167,10125,5651,0,176,0,2232,8059
33,7125,0,264,0,3671,11060,5901,0,215,0,2501,8617
34,7221,0,256,0,4136,11613,5879,0,206,0,2579,8664
35,7836,0,305,0,4393,12534,6502,0,241,0,2679,9422
36,7710,0,296,0,4500,12506,6233,0,224,0,2669,9126
37,7606,0,337,0,4630,12573,6036,0,241,0,2563,8840
38,7414,0,337,0,5059,12810,5910,0,255,0,2703,8868
39,7595,0,323,0,5210,13128,5992,0,237,0,2835,9064
40,7992,0,357,0,5203,13552,6311,0,263,0,2883,9457
41,7214,0,323,0,4984,12521,5682,0,229,0,2615,8526
42,7248,0,348,0,5120,12716,5657,0,268,0,2658,8583
43,7382,0,357,0,5246,12985,5757,0,270,0,2738,8765
44,7219,0,362,0,5362,12943,5599,0,265,0,2775,8639
45,6852,0,313,0,4849,12014,5232,0,222,0,2544,7998
46,6014,0,278,0,4358,10650,4605,0,211,0,2388,7204
47,2395,0,116,0,1631,4142,1953,0,87,0,1067,3107
48,3405,0,166,0,2864,6435,2651,0,133,0,1637,4421
49,4724,0,196,0,4193,9113,3877,0,154,0,2856,6887
50,4557,0,196,0,4301,9054,3835,0,162,0,3111,7108
51,4161,0,181,0,3985,8327,3541,0,147,0,3043,6731
52,3445,0,145,0,3485,7075,2935,0,128,0,2695,5758
53,2424,0,112,0,2355,4891,2048,0,98,0,1844,3990
54,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0
