win,male_all,male_likely_all,female_all,female_likely_all,unknown_all,all_all,male_core,male_likely_core,female_core,female_likely_core,unknown_core,all_core
1,63,0,4,0,29,96,49,0,2,0,25,76
2,100,0,3,0,28,131,81,0,3,0,25,109
3,92,0,4,0,47,143,74,0,3,0,36,113
4,106,0,3,0,41,150,88,0,4,0,36,128
5,122,0,4,0,49,175,107,0,2,0,41,150
6,134,0,4,0,53,191,107,0,3,0,40,150
7,153,0,7,0,64,224,127,0,7,0,46,180
8,160,0,9,0,44,213,138,0,6,0,32,176
9,195,0,7,0,58,260,169,0,6,0,47,222
10,205,0,6,0,59,270,171,0,6,0,46,223
11,222,0,10,0,53,285,191,0,11,0,37,239
12,245,0,10,0,61,316,209,0,8,0,43,260
13,283,0,17,0,73,373,226,0,13,0,54,293
14,308,0,12,0,61,381,261,0,10,0,45,316
15,316,0,14,0,71,401,266,0,9,0,53,328
16,343,0,19,0,81,443,266,0,10,0,61,337
17,398,0,17,0,85,500,309,0,10,0,65,384
18,374,0,17,0,93,484,295,0,12,0,62,369
19,386,0,12,0,93,491,307,0,10,0,72,389
20,412,0,16,0,93,521,324,0,9,0,66,399
21,478,0,19,0,129,626,371,0,13,0,88,472
22,554,0,24,0,138,716,406,0,14,0,84,504
23,572,0,26,0,156,754,429,0,17,0,103,549
24,500,0,23,0,140,663,359,0,16,0,88,463
25,587,0,24,0,155,766,427,0,16,0,97,540
26,566,0,24,0,151,741,421,0,21,0,97,539
27,594,0,22,0,168,784,446,0,15,0,111,572
28,590,0,21,0,166,777,413,0,14,0,90,517
29,717,0,24,0,204,945,494,0,20,0,118,632
30,598,0,25,0,158,781,454,0,19,0,110,583
31,589,0,20,0,153,762,427,0,15,0,94,536
32,590,0,20,0,158,768,424,0,16,0,92,532
33,588,0,21,0,147,756,401,0,14,0,90,505
34,563,0,22,0,136,721,388,0,15,0,86,489
35,568,0,25,0,139,732,387,0,13,0,86,486
36,553,0,21,0,139,713,382,0,13,0,84,479
37,546,0,22,0,152,720,353,0,15,0,90,458
38,499,0,19,0,142,660,348,0,13,0,85,446
39,508,0,14,0,136,658,326,0,9,0,92,427
40,466,0,15,0,140,621,329,0,11,0,87,427
41,475,0,18,0,129,622,310,0,11,0,76,397
42,473,0,21,0,125,619,330,0,15,0,74,419
43,424,0,15,0,116,555,292,0,12,0,73,377
44,446,0,14,0,120,580,296,0,8,0,78,382
45,387,0,12,0,105,504,268,0,8,0,60,336
46,341,0,13,0,101,455,219,0,6,0,73,298
47,170,0,6,0,57,233,123,0,3,0,38,164
48,254,0,8,0,90,352,179,0,5,0,54,238
49,315,0,5,0,120,440,212,0,2,0,79,293
50,307,0,11,0,121,439,219,0,9,0,81,309
51,276,0,9,0,112,397,208,0,7,0,73,288
52,277,0,11,0,115,403,193,0,8,0,78,279
53,227,0,3,0,94,324,153,0,3,0,59,215
54,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0
