win,male_all,male_likely_all,female_all,female_likely_all,unknown_all,all_all,male_core,male_likely_core,female_core,female_likely_core,unknown_core,all_core
1,64,0,1,0,52,117,62,0,1,0,49,112
2,78,0,2,0,50,130,75,0,2,0,44,121
3,101,0,1,0,85,187,94,0,1,0,74,169
4,134,0,1,0,107,242,124,0,1,0,96,221
5,141,0,3,0,102,246,126,0,3,0,91,220
6,151,0,3,0,82,236,130,0,3,0,75,208
7,176,0,3,0,111,290,156,0,3,0,102,261
8,245,0,2,0,106,353,217,0,2,0,98,317
9,305,0,4,0,134,443,279,0,4,0,117,400
10,360,0,8,0,147,515,322,0,8,0,136,466
11,432,0,8,0,158,598,388,0,8,0,139,535
12,505,0,9,0,177,691,459,0,9,0,154,622
13,712,0,12,0,211,935,635,0,11,0,180,826
14,979,0,16,0,263,1258,848,0,15,0,226,1089
15,1216,0,25,0,327,1568,1062,0,22,0,285,1369
16,1428,0,19,0,374,1821,1214,0,19,0,328,1561
17,1974,0,25,0,514,2513,1712,0,22,0,426,2160
18,2067,0,28,0,568,2663,1740,0,26,0,456,2222
19,2523,0,48,0,685,3256,2080,0,46,0,558,2684
20,2757,0,63,0,815,3635,2337,0,61,0,673,3071
21,3757,0,74,0,1080,4911,3165,0,63,0,894,4122
22,4114,0,76,0,1213,5403,3444,0,66,0,986,4496
23,4651,0,103,0,1503,6257,3888,0,93,0,1254,5235
24,5123,0,117,0,1635,6875,4319,0,108,0,1358,5785
25,5906,0,136,0,1912,7954,4915,0,125,0,1584,6624
26,6374,0,133,0,2104,8611,5261,0,117,0,1710,7088
27,6748,0,169,0,2326,9243,5625,0,155,0,1870,7650
28,7260,0,169,0,2562,9991,5990,0,155,0,2045,8190
29,8406,0,199,0,2985,11590,6885,0,176,0,2350,9411
30,8476,0,224,0,3202,11902,6828,0,201,0,2475,9504
31,8446,0,251,0,3194,11891,6754,0,225,0,2457,9436
32,8684,0,263,0,3401,12348,6885,0,227,0,2637,9749
33,9676,0,275,0,3708,13659,7706,0,243,0,2860,10809
34,9350,0,301,0,3838,13489,7356,0,268,0,2903,10527
35,9335,0,297,0,3953,13585,7231,0,254,0,2940,10425
36,9743,0,315,0,4169,14227,7451,0,266,0,2999,10716
37,10409,0,310,0,4507,15226,7935,0,262,0,3225,11422
38,10298,0,335,0,4756,15389,7656,0,284,0,3368,11308
39,10484,0,365,0,4878,15727,7693,0,298,0,3454,11445
40,10717,0,351,0,5028,16096,7888,0,305,0,3563,11756
41,10913,0,371,0,5233,16517,7965,0,295,0,3608,11868
42,10743,0,372,0,5392,16507,7911,0,300,0,3806,12017
43,10666,0,348,0,5461,16475,7906,0,279,0,3898,12083
44,11046,0,395,0,5808,17249,8093,0,329,0,4125,12547
45,10964,0,391,0,5928,17283,7895,0,317,0,3942,12154
46,8900,0,339,0,5068,14307,6266,0,273,0,3388,9927
47,4729,0,173,0,2828,7730,3491,0,148,0,1969,5608
48,6527,0,259,0,4593,11379,4592,0,214,0,2955,7761
49,8306,0,309,0,6786,15401,6081,0,256,0,4812,11149
50,7918,0,317,0,6889,15124,6008,0,266,0,5108,11382
51,7112,0,292,0,6585,13989,5492,0,254,0,5064,10810
52,6607,0,260,0,5978,12845,5090,0,227,0,4626,9943
53,4962,0,202,0,4421,9585,3789,0,177,0,3400,7366
54,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,1,1,0,0,0,0,0,0
