win,male_all,male_likely_all,female_all,female_likely_all,unknown_all,all_all,male_core,male_likely_core,female_core,female_likely_core,unknown_core,all_core
1,213,0,2,0,84,299,205,0,2,0,82,289
2,200,0,0,0,84,284,194,0,0,0,81,275
3,227,0,2,0,84,313,216,0,2,0,75,293
4,243,0,3,0,82,328,233,0,3,0,71,307
5,306,0,4,0,89,399,295,0,4,0,80,379
6,369,0,6,0,110,485,356,0,6,0,98,460
7,417,0,8,0,135,560,399,0,8,0,124,531
8,446,0,4,0,144,594,422,0,4,0,129,555
9,523,0,7,0,186,716,495,0,7,0,168,670
10,617,0,10,0,195,822,581,0,10,0,175,766
11,756,0,11,0,229,996,718,0,11,0,207,936
12,960,0,11,0,254,1225,910,0,11,0,227,1148
13,1271,0,17,0,348,1636,1202,0,17,0,319,1538
14,1621,0,17,0,422,2060,1494,0,15,0,386,1895
15,2079,0,26,0,535,2640,1937,0,26,0,482,2445
16,2464,0,45,0,674,3183,2294,0,39,0,596,2929
17,3317,0,57,0,992,4366,3069,0,52,0,878,3999
18,3694,0,71,0,1086,4851,3357,0,67,0,941,4365
19,4798,0,90,0,1405,6293,4291,0,84,0,1164,5539
20,5128,0,106,0,1565,6799,4558,0,97,0,1299,5954
21,6794,0,157,0,2202,9153,5952,0,131,0,1775,7858
22,7661,0,167,0,2521,10349,6587,0,137,0,1990,8714
23,8767,0,205,0,3057,12029,7410,0,172,0,2359,9941
24,9619,0,237,0,3533,13389,8091,0,204,0,2703,10998
25,11247,0,279,0,4122,15648,9311,0,227,0,3072,12610
26,11677,0,281,0,4392,16350,9576,0,230,0,3204,13010
27,12558,0,335,0,4788,17681,10134,0,271,0,3429,13834
28,13272,0,367,0,5236,18875,10482,0,296,0,3578,14356
29,15488,0,396,0,5989,21873,12135,0,331,0,4015,16481
30,15750,0,445,0,6448,22643,12193,0,358,0,4236,16787
31,15727,0,455,0,6551,22733,12022,0,367,0,4194,16583
32,16575,0,471,0,7117,24163,12638,0,373,0,4380,17391
33,18047,0,500,0,7900,26447,13623,0,389,0,5003,19015
34,17949,0,536,0,8165,26650,13253,0,421,0,4887,18561
35,17817,0,547,0,8312,26676,13033,0,432,0,4874,18339
36,18395,0,568,0,9014,27977,13381,0,427,0,5258,19066
37,20100,0,624,0,9891,30615,14711,0,444,0,5780,20935
38,19010,0,599,0,10133,29742,13623,0,443,0,5768,19834
39,19403,0,586,0,10376,30365,13900,0,427,0,5733,20060
40,19813,0,658,0,10825,31296,14227,0,460,0,6056,20743
41,20796,0,667,0,11101,32564,14774,0,489,0,6249,21512
42,19273,0,696,0,11081,31050,13535,0,516,0,6022,20073
43,19182,0,645,0,11144,30971,13452,0,464,0,5980,19896
44,19609,0,698,0,11343,31650,13833,0,501,0,6228,20562
45,19190,0,677,0,11192,31059,13409,0,491,0,6112,20012
46,15674,0,542,0,9443,25659,10731,0,388,0,5120,16239
47,8381,0,284,0,4788,13453,6147,0,217,0,2936,9300
48,11729,0,379,0,8153,20261,8269,0,292,0,4581,13142
49,15444,0,518,0,12003,27965,11526,0,406,0,7732,19664
50,14199,0,472,0,11209,25880,10971,0,383,0,7855,19209
51,12918,0,459,0,10417,23794,10139,0,390,0,7504,18033
52,12010,0,398,0,9786,22194,9421,0,327,0,7189,16937
53,9124,0,292,0,7125,16541,7034,0,236,0,5173,12443
54,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,1,1,0,0,0,0,1,1
56,0,0,0,0,1,1,0,0,0,0,1,1
