win,male_all,male_likely_all,female_all,female_likely_all,unknown_all,all_all,male_core,male_likely_core,female_core,female_likely_core,unknown_core,all_core
1,2,0,0,0,3,5,2,0,0,0,3,5
2,3,0,0,0,1,4,3,0,0,0,1,4
3,3,0,0,0,0,3,3,0,0,0,0,3
4,3,0,0,0,0,3,3,0,0,0,0,3
5,8,0,0,0,1,9,8,0,0,0,1,9
6,13,0,0,0,3,16,13,0,0,0,3,16
7,12,0,0,0,4,16,12,0,0,0,4,16
8,20,0,0,0,8,28,20,0,0,0,8,28
9,23,0,1,0,3,27,23,0,1,0,3,27
10,34,0,1,0,0,35,34,0,1,0,0,35
11,70,0,1,0,3,74,70,0,1,0,3,74
12,52,0,0,0,6,58,52,0,0,0,6,58
13,77,0,2,0,13,92,74,0,2,0,13,89
14,78,0,1,0,7,86,74,0,1,0,7,82
15,106,0,2,0,8,116,101,0,2,0,8,111
16,116,0,0,0,15,131,113,0,0,0,15,128
17,154,0,1,0,25,180,148,0,1,0,25,174
18,143,0,2,0,25,170,138,0,2,0,23,163
19,158,0,3,0,25,186,147,0,3,0,22,172
20,186,0,3,0,20,209,176,0,3,0,19,198
21,198,0,4,0,36,238,182,0,4,0,35,221
22,236,0,4,0,42,282,214,0,4,0,36,254
23,271,0,1,0,60,332,245,0,1,0,53,299
24,278,0,5,0,81,364,247,0,5,0,74,326
25,318,0,6,0,77,401,293,0,5,0,72,370
26,362,0,3,0,95,460,323,0,3,0,78,404
27,445,0,8,0,101,554,378,0,8,0,84,470
28,482,0,7,0,109,598,402,0,7,0,84,493
29,537,0,11,0,119,667,444,0,10,0,93,547
30,630,0,15,0,144,789,509,0,11,0,108,628
31,792,0,23,0,196,1011,662,0,18,0,157,837
32,937,0,26,0,204,1167,745,0,23,0,156,924
33,1119,0,29,0,269,1417,844,0,20,0,196,1060
34,1228,0,37,0,275,1540,944,0,26,0,189,1159
35,1422,0,37,0,295,1754,1031,0,27,0,214,1272
36,1409,0,34,0,347,1790,1052,0,25,0,233,1310
37,1702,0,48,0,382,2132,1234,0,35,0,258,1527
38,1553,0,40,0,398,1991,1100,0,27,0,257,1384
39,1691,0,44,0,417,2152,1190,0,27,0,271,1488
40,1658,0,57,0,387,2102,1165,0,45,0,243,1453
41,1682,0,44,0,409,2135,1095,0,29,0,255,1379
42,1637,0,44,0,405,2086,1088,0,29,0,242,1359
43,1642,0,44,0,416,2102,1088,0,26,0,258,1372
44,1745,0,51,0,475,2271,1150,0,38,0,296,1484
45,1628,0,50,0,414,2092,1065,0,33,0,249,1347
46,1362,0,35,0,376,1773,886,0,25,0,208,1119
47,721,0,19,0,198,938,506,0,11,0,133,650
48,938,0,29,0,311,1278,612,0,19,0,186,817
49,1288,0,40,0,449,1777,857,0,24,0,275,1156
50,1271,0,35,0,465,1771,911,0,30,0,313,1254
51,1122,0,31,0,429,1582,751,0,21,0,280,1052
52,1025,0,28,0,395,1448,708,0,17,0,282,1007
53,759,0,28,0,247,1034,523,0,18,0,168,709
54,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0
