,data,name
12,1.75,NPM
12,1.21,NPM
12,1.83,NPM
12,1.78,NPM
12,1.68,NPM
12,1.69,NPM
12,1.42,NPM
12,1.65,NPM
12,1.49,NPM
12,1.4,NPM
12,1.59,NPM
12,1.69,NPM
12,1.6,NPM
12,1.72,NPM
12,1.72,NPM
12,2.01,NPM
12,1.98,NPM
12,2.01,NPM
12,2.16,NPM
12,2.34,NPM
12,2.29,NPM
12,2.4,NPM
12,2.62,NPM
12,2.61,NPM
12,2.69,NPM
12,2.76,NPM
12,2.83,NPM
12,2.98,NPM
12,2.92,NPM
12,3.02,NPM
12,3.14,NPM
12,3.23,NPM
12,3.22,NPM
12,3.19,NPM
12,3.34,NPM
12,3.43,NPM
12,3.39,NPM
12,3.38,NPM
13,0.85,NuGet
13,1.54,NuGet
13,0.53,NuGet
13,0.41,NuGet
13,1.22,NuGet
13,1.27,NuGet
13,1.03,NuGet
13,0.57,NuGet
13,0.9,NuGet
13,1.55,NuGet
13,1.34,NuGet
13,1.3,NuGet
13,1.28,NuGet
13,1.27,NuGet
13,1.59,NuGet
13,1.04,NuGet
13,0.99,NuGet
13,1.05,NuGet
13,1.47,NuGet
13,1.73,NuGet
13,1.51,NuGet
13,1.41,NuGet
13,1.65,NuGet
13,1.7,NuGet
13,1.71,NuGet
13,1.54,NuGet
13,1.83,NuGet
13,1.69,NuGet
13,1.72,NuGet
13,1.88,NuGet
13,2.11,NuGet
13,2.13,NuGet
13,2.01,NuGet
13,2.23,NuGet
13,2.19,NuGet
13,2.21,NuGet
13,2.04,NuGet
13,2.18,NuGet
13,2.32,NuGet
13,2.18,NuGet
13,2.25,NuGet
13,2.25,NuGet
13,2.11,NuGet
13,2.29,NuGet
13,2.26,NuGet
14,0.67,Packagist
14,0.0,Packagist
14,0.64,Packagist
14,0.91,Packagist
14,1.0,Packagist
14,1.24,Packagist
14,1.43,Packagist
14,0.67,Packagist
14,0.98,Packagist
14,1.22,Packagist
14,1.1,Packagist
14,0.9,Packagist
14,1.04,Packagist
14,0.83,Packagist
14,0.98,Packagist
14,1.41,Packagist
14,1.31,Packagist
14,1.46,Packagist
14,1.43,Packagist
14,1.56,Packagist
14,1.72,Packagist
14,1.61,Packagist
14,1.7,Packagist
14,1.77,Packagist
14,1.78,Packagist
14,1.72,Packagist
14,1.89,Packagist
14,1.94,Packagist
14,1.81,Packagist
14,1.97,Packagist
14,2.0,Packagist
14,1.95,Packagist
14,1.89,Packagist
14,2.01,Packagist
14,2.05,Packagist
14,2.03,Packagist
14,2.04,Packagist
14,2.01,Packagist
14,1.93,Packagist
14,2.1,Packagist
14,2.05,Packagist
14,2.24,Packagist
14,2.08,Packagist
14,2.21,Packagist
14,2.18,Packagist
15,,PlatformIO
15,0.0,PlatformIO
15,,PlatformIO
15,0.0,PlatformIO
15,0.0,PlatformIO
15,0.0,PlatformIO
15,0.0,PlatformIO
15,0.0,PlatformIO
15,11.11,PlatformIO
15,20.0,PlatformIO
15,10.0,PlatformIO
15,5.88,PlatformIO
15,5.26,PlatformIO
15,4.35,PlatformIO
15,2.86,PlatformIO
15,3.77,PlatformIO
15,1.45,PlatformIO
15,4.35,PlatformIO
15,3.19,PlatformIO
15,2.52,PlatformIO
15,1.44,PlatformIO
15,1.32,PlatformIO
15,1.12,PlatformIO
15,3.12,PlatformIO
15,1.78,PlatformIO
15,1.61,PlatformIO
15,2.22,PlatformIO
15,1.71,PlatformIO
15,1.04,PlatformIO
15,2.29,PlatformIO
15,1.96,PlatformIO
15,1.68,PlatformIO
15,1.75,PlatformIO
15,1.07,PlatformIO
15,1.73,PlatformIO
15,2.42,PlatformIO
15,1.94,PlatformIO
15,1.84,PlatformIO
15,1.27,PlatformIO
15,1.88,PlatformIO
15,1.49,PlatformIO
15,1.73,PlatformIO
15,1.06,PlatformIO
15,1.47,PlatformIO
15,1.76,PlatformIO
16,0.0,Pub
16,,Pub
16,,Pub
16,,Pub
16,,Pub
16,0.0,Pub
16,,Pub
16,,Pub
16,,Pub
16,,Pub
16,,Pub
16,,Pub
16,,Pub
16,,Pub
16,,Pub
16,0.0,Pub
16,0.0,Pub
16,0.0,Pub
16,1.89,Pub
16,4.71,Pub
16,2.36,Pub
16,2.26,Pub
16,3.35,Pub
16,3.7,Pub
16,2.82,Pub
16,2.3,Pub
16,2.72,Pub
16,2.65,Pub
16,2.03,Pub
16,2.95,Pub
16,2.35,Pub
16,2.9,Pub
16,2.46,Pub
16,3.15,Pub
16,3.02,Pub
16,2.18,Pub
16,3.22,Pub
16,3.36,Pub
16,2.75,Pub
16,3.05,Pub
16,3.16,Pub
16,2.65,Pub
16,1.94,Pub
16,2.6,Pub
16,2.37,Pub
17,0.0,Puppet
17,0.0,Puppet
17,0.0,Puppet
17,0.0,Puppet
17,0.0,Puppet
17,0.0,Puppet
17,0.0,Puppet
17,0.0,Puppet
17,0.0,Puppet
17,6.67,Puppet
17,4.17,Puppet
17,7.69,Puppet
17,3.85,Puppet
17,2.0,Puppet
17,1.3,Puppet
17,2.15,Puppet
17,1.72,Puppet
17,0.88,Puppet
17,1.62,Puppet
17,0.97,Puppet
17,1.45,Puppet
17,1.28,Puppet
17,1.64,Puppet
17,1.12,Puppet
17,0.9,Puppet
17,1.4,Puppet
17,1.79,Puppet
17,1.56,Puppet
17,1.29,Puppet
17,2.03,Puppet
17,1.67,Puppet
17,1.4,Puppet
17,1.69,Puppet
17,1.61,Puppet
17,1.68,Puppet
17,2.16,Puppet
17,1.9,Puppet
17,1.87,Puppet
17,2.03,Puppet
17,2.92,Puppet
17,2.6,Puppet
17,2.38,Puppet
17,2.67,Puppet
17,2.47,Puppet
17,2.45,Puppet
18,1.55,Pypi
18,1.85,Pypi
18,1.71,Pypi
18,1.31,Pypi
18,1.94,Pypi
18,1.69,Pypi
18,2.01,Pypi
18,1.34,Pypi
18,1.45,Pypi
18,2.13,Pypi
18,2.32,Pypi
18,2.07,Pypi
18,1.73,Pypi
18,1.87,Pypi
18,2.0,Pypi
18,1.84,Pypi
18,1.74,Pypi
18,2.0,Pypi
18,2.21,Pypi
18,1.85,Pypi
18,2.09,Pypi
18,2.34,Pypi
18,2.28,Pypi
18,2.27,Pypi
18,2.59,Pypi
18,2.62,Pypi
18,2.63,Pypi
18,2.69,Pypi
18,2.73,Pypi
18,2.69,Pypi
18,2.94,Pypi
18,2.92,Pypi
18,2.78,Pypi
18,3.01,Pypi
18,3.12,Pypi
18,3.26,Pypi
18,3.21,Pypi
18,3.25,Pypi
18,3.41,Pypi
18,3.46,Pypi
18,3.41,Pypi
18,3.5,Pypi
18,3.65,Pypi
18,3.54,Pypi
18,3.6,Pypi
19,2.57,Rubygems
19,1.6,Rubygems
19,1.7,Rubygems
19,1.42,Rubygems
19,1.77,Rubygems
19,1.47,Rubygems
19,1.28,Rubygems
19,1.3,Rubygems
19,1.35,Rubygems
19,1.72,Rubygems
19,1.97,Rubygems
19,1.72,Rubygems
19,1.63,Rubygems
19,1.8,Rubygems
19,2.08,Rubygems
19,1.79,Rubygems
19,1.84,Rubygems
19,1.8,Rubygems
19,2.06,Rubygems
19,1.87,Rubygems
19,1.89,Rubygems
19,2.12,Rubygems
19,2.25,Rubygems
19,2.29,Rubygems
19,2.33,Rubygems
19,2.63,Rubygems
19,2.71,Rubygems
19,2.71,Rubygems
19,2.7,Rubygems
19,2.8,Rubygems
19,3.32,Rubygems
19,3.16,Rubygems
19,3.22,Rubygems
19,3.36,Rubygems
19,3.28,Rubygems
19,3.42,Rubygems
19,3.28,Rubygems
19,3.65,Rubygems
19,3.93,Rubygems
19,3.82,Rubygems
19,3.97,Rubygems
19,4.05,Rubygems
19,4.15,Rubygems
19,3.95,Rubygems
19,3.77,Rubygems
